startup_id,startup_name,industry,country,founding_year,founders_count,initial_funding_usd,total_funding_usd,revenue_last_year_usd,employee_count,burn_rate_usd,market_competition,years_operated,customer_rating,reason_for_failure,status
S04297,Startup_4297,E commerce,U.S.A,2018,1.0,1500000.0,1000000.0,28532604.0,50.0,40000.0,High,4,4.5,Regulatory issues,failed
S04298,Startup_4298,EdTech,india,2017,2.0,100000.0,5000000.0,29351749.0,5.0,90000.0,Medium,4,4.5,High burn rate,Success
S04299,Startup_4299,Ed-tech,India,2017,4.0,300000.0,200000.0,6087913.0,25.0,150000.0,Low,13,2.3,Bad marketing,Failed
S04300,Startup_4300,Energy,India,2023,5.0,300000.0,200000.0,,50.0,40000.0,Medium,11,1.5,Poor financial planning,failed
S04301,Startup_4301,Travel,Canada,2022,2.0,,5000000.0,,120.0,300000.0,Medium,5,3.8,,Success
S04302,Startup_4302,Transport,Australia,2022,,50000.0,12000000.0,2882360.0,120.0,300000.0,high,3,,Regulatory issues,Success
S04303,Startup_4303,Fintech,Germany,2011,5.0,800000.0,12000000.0,-100000.0,25.0,300000.0,Medium,5,,,Failed
S04304,Startup_4304,FoodTech,USA,2019,3.0,800000.0,200000.0,-100000.0,,,high,3,2.3,,Failed
S04305,Startup_4305,EdTech,india,2011,2.0,1500000.0,12000000.0,-100000.0,10.0,90000.0,high,9,4.5,Regulatory issues,Success
S04306,Startup_4306,HealthTech,USA,2018,3.0,100000.0,12000000.0,,300.0,150000.0,low,4,2.3,High burn rate,failed
S04307,Startup_4307,Fintech,USA,2012,5.0,,1000000.0,,300.0,,Low,2,1.5,Bad marketing,Failed
S04308,Startup_4308,Ecommerce,Germany,2010,,,1000000.0,-100000.0,120.0,90000.0,high,4,4.5,Founder conflict,failed
S04309,Startup_4309,Health Tech,U.S.A,2010,5.0,800000.0,5000000.0,-100000.0,25.0,150000.0,High,9,2.3,,Success
S04310,Startup_4310,E commerce,India,2011,5.0,100000.0,200000.0,,25.0,40000.0,high,13,1.5,Bad marketing,Success
S04311,Startup_4311,AI,Australia,2023,,300000.0,5000000.0,,120.0,150000.0,High,7,2.3,Lack of market demand,failed
S04312,Startup_4312,Energy,Germany,2017,4.0,300000.0,,-100000.0,3.0,,high,9,2.3,Founder conflict,Failed
S04313,Startup_4313,Ecommerce,USA,2017,3.0,1500000.0,,13602218.0,10.0,300000.0,low,13,3.0,Lack of market demand,failed
S04314,Startup_4314,Transport,India,2023,,1500000.0,5000000.0,6585516.0,300.0,,low,6,3.8,,Failed
S04315,Startup_4315,Ecommerce,India,2011,4.0,1500000.0,5000000.0,11276640.0,10.0,40000.0,high,6,3.8,Cash flow issues,Failed
S04316,Startup_4316,AI,Germany,2013,5.0,800000.0,5000000.0,-100000.0,10.0,150000.0,High,13,1.5,Poor financial planning,failed
S04317,Startup_4317,Energy,Germany,2022,5.0,100000.0,12000000.0,,10.0,150000.0,Medium,11,,Strong competition,failed
S04318,Startup_4318,SaaS,Germany,2010,2.0,50000.0,5000000.0,25981716.0,3.0,40000.0,low,3,,Cash flow issues,failed
S04319,Startup_4319,RealEstate,India,2017,,100000.0,200000.0,,50.0,,low,13,1.5,,Success
S04320,Startup_4320,Transport,UK,2023,4.0,300000.0,200000.0,-100000.0,300.0,40000.0,high,8,2.3,High burn rate,Failed
S04321,Startup_4321,Travel,Canada,2021,,100000.0,200000.0,-100000.0,50.0,,low,5,3.0,,failed
S04322,Startup_4322,RealEstate,Germany,2023,,100000.0,200000.0,,120.0,90000.0,High,14,,High burn rate,Failed
S04323,Startup_4323,RealEstate,USA,2013,2.0,800000.0,1000000.0,-100000.0,,,Low,8,2.3,High burn rate,Success
S04324,Startup_4324,Ed-tech,USA,2015,,50000.0,12000000.0,11832414.0,120.0,,Medium,1,1.5,Cash flow issues,failed
S04325,Startup_4325,FoodTech,india,2014,1.0,100000.0,12000000.0,,,150000.0,High,10,2.3,Lack of market demand,Success
S04326,Startup_4326,FinTech,Australia,2013,3.0,50000.0,5000000.0,24462327.0,,90000.0,Low,10,,High burn rate,Failed
S04327,Startup_4327,Fintech,Canada,2020,1.0,50000.0,,,3.0,90000.0,Low,6,2.3,Cash flow issues,Failed
S04328,Startup_4328,RealEstate,Canada,2022,5.0,300000.0,5000000.0,,120.0,90000.0,low,4,1.5,Lack of market demand,failed
S04329,Startup_4329,Ed-tech,USA,2018,2.0,1500000.0,12000000.0,23307262.0,,40000.0,Low,3,,Lack of market demand,Failed
S04330,Startup_4330,FoodTech,india,2017,2.0,,1000000.0,5195948.0,25.0,90000.0,low,1,4.5,High burn rate,failed
S04331,Startup_4331,HealthTech,USA,2017,3.0,,1000000.0,29739469.0,50.0,90000.0,high,11,3.8,,failed
S04332,Startup_4332,FoodTech,india,2018,4.0,300000.0,,-100000.0,25.0,,high,2,1.5,,failed
S04333,Startup_4333,Ed-tech,USA,2023,5.0,,200000.0,-100000.0,,90000.0,high,14,3.0,Cash flow issues,Success
S04334,Startup_4334,Ecommerce,India,2023,2.0,300000.0,12000000.0,19226852.0,10.0,40000.0,Low,4,3.8,Strong competition,failed
S04335,Startup_4335,Health Tech,Canada,2015,,,1000000.0,18724719.0,3.0,90000.0,High,11,3.8,Strong competition,Success
S04336,Startup_4336,Ecommerce,USA,2012,4.0,50000.0,12000000.0,8042616.0,25.0,40000.0,low,9,4.5,Poor financial planning,Failed
S04337,Startup_4337,Fintech,U.S.A,2016,1.0,,12000000.0,-100000.0,,300000.0,High,10,,,failed
S04338,Startup_4338,FinTech,Canada,2023,1.0,1500000.0,1000000.0,-100000.0,,90000.0,low,1,4.5,Poor financial planning,Success
S04339,Startup_4339,Transport,India,2020,4.0,100000.0,5000000.0,,50.0,90000.0,high,14,3.0,Founder conflict,failed
S04340,Startup_4340,Transport,UK,2019,3.0,1500000.0,5000000.0,7091870.0,3.0,40000.0,Medium,10,,Regulatory issues,Failed
S04341,Startup_4341,Travel,india,2017,3.0,1500000.0,5000000.0,-100000.0,5.0,150000.0,Medium,8,2.3,,failed
S04342,Startup_4342,AI,Canada,2010,,,5000000.0,,,40000.0,high,12,1.5,Poor financial planning,Failed
S04343,Startup_4343,Energy,Australia,2022,2.0,100000.0,,-100000.0,300.0,90000.0,High,15,3.8,,Failed
S04344,Startup_4344,EdTech,U.S.A,2018,3.0,100000.0,200000.0,,3.0,300000.0,Low,14,3.8,,failed
S04345,Startup_4345,SaaS,USA,2015,,50000.0,1000000.0,-100000.0,300.0,,High,2,,,Failed
S04346,Startup_4346,Energy,Canada,2017,1.0,800000.0,,,10.0,300000.0,Medium,9,3.0,Bad marketing,failed
S04347,Startup_4347,SaaS,India,2019,5.0,300000.0,,,120.0,40000.0,Medium,9,1.5,High burn rate,Success
S04348,Startup_4348,HealthTech,india,2011,2.0,1500000.0,,-100000.0,50.0,,low,15,1.5,Lack of market demand,Success
S04349,Startup_4349,FinTech,USA,2018,1.0,50000.0,5000000.0,,10.0,300000.0,Low,15,3.0,,failed
S04350,Startup_4350,Fintech,Germany,2020,3.0,300000.0,1000000.0,-100000.0,5.0,300000.0,Low,8,2.3,Cash flow issues,Success
S04351,Startup_4351,Energy,india,2023,3.0,100000.0,,26397736.0,3.0,150000.0,Low,6,2.3,Founder conflict,Success
S04352,Startup_4352,FoodTech,UK,2019,4.0,800000.0,12000000.0,-100000.0,50.0,300000.0,low,12,4.5,Founder conflict,failed
S04353,Startup_4353,EdTech,Canada,2014,4.0,800000.0,200000.0,,120.0,150000.0,High,9,2.3,Lack of market demand,failed
S04354,Startup_4354,FoodTech,Australia,2023,3.0,1500000.0,,-100000.0,5.0,150000.0,Medium,14,,Bad marketing,Success
S04355,Startup_4355,AI,Canada,2012,4.0,800000.0,,9302922.0,300.0,150000.0,Low,2,,Regulatory issues,failed
S04356,Startup_4356,Energy,U.S.A,2019,4.0,100000.0,,,300.0,,High,12,3.8,Poor financial planning,Success
S04357,Startup_4357,E commerce,india,2016,1.0,100000.0,200000.0,3792488.0,300.0,300000.0,High,14,3.0,Bad marketing,Failed
S04358,Startup_4358,Fintech,Australia,2022,4.0,800000.0,,-100000.0,50.0,,Low,6,1.5,Founder conflict,Failed
S04359,Startup_4359,Transport,Canada,2016,5.0,,,-100000.0,120.0,40000.0,Low,12,4.5,Bad marketing,Failed
S04360,Startup_4360,Health Tech,Australia,2016,5.0,,12000000.0,-100000.0,120.0,300000.0,High,7,2.3,,Success
S04361,Startup_4361,Ed-tech,U.S.A,2020,1.0,100000.0,12000000.0,-100000.0,10.0,300000.0,low,13,3.8,Cash flow issues,failed
S04362,Startup_4362,Transport,Canada,2019,4.0,50000.0,12000000.0,,300.0,150000.0,High,14,3.0,Bad marketing,failed
S04363,Startup_4363,AI,Canada,2020,3.0,1500000.0,5000000.0,,3.0,300000.0,Medium,1,3.0,,Success
S04364,Startup_4364,HealthTech,Canada,2021,5.0,,200000.0,,50.0,300000.0,Low,7,,,Failed
S04365,Startup_4365,E commerce,U.S.A,2018,2.0,,1000000.0,-100000.0,3.0,40000.0,Low,5,1.5,Cash flow issues,failed
S04366,Startup_4366,Ed-tech,Canada,2015,,300000.0,200000.0,3171955.0,,300000.0,low,3,1.5,Poor financial planning,Failed
S04367,Startup_4367,FinTech,Canada,2020,5.0,800000.0,5000000.0,,25.0,40000.0,Low,1,2.3,High burn rate,Failed
S04368,Startup_4368,Agritech,india,2011,3.0,300000.0,12000000.0,,3.0,90000.0,High,14,,Poor financial planning,Success
S04369,Startup_4369,Energy,India,2017,3.0,50000.0,1000000.0,12360631.0,50.0,,High,13,,Poor financial planning,Failed
S04370,Startup_4370,Ed-tech,Australia,2012,2.0,300000.0,,-100000.0,,40000.0,Low,9,3.0,Founder conflict,failed
S04371,Startup_4371,Transport,India,2018,2.0,100000.0,200000.0,-100000.0,50.0,40000.0,Medium,7,3.0,Poor financial planning,Success
S04372,Startup_4372,FinTech,india,2014,,300000.0,12000000.0,20251147.0,,90000.0,high,7,4.5,High burn rate,Failed
S04373,Startup_4373,FinTech,india,2014,4.0,50000.0,5000000.0,15869936.0,5.0,300000.0,low,3,1.5,Lack of market demand,Success
S04374,Startup_4374,Agritech,india,2019,2.0,50000.0,5000000.0,,10.0,150000.0,high,7,3.0,Founder conflict,failed
S04375,Startup_4375,FoodTech,India,2023,,100000.0,12000000.0,7329481.0,300.0,40000.0,high,10,3.0,Poor financial planning,Failed
S04376,Startup_4376,SaaS,Germany,2012,4.0,,1000000.0,-100000.0,10.0,,Medium,13,,High burn rate,Failed
S04377,Startup_4377,Energy,Australia,2014,,1500000.0,12000000.0,,50.0,,low,7,4.5,Lack of market demand,Success
S04378,Startup_4378,EdTech,Canada,2012,,800000.0,1000000.0,-100000.0,10.0,150000.0,Low,4,1.5,Bad marketing,Success
S04379,Startup_4379,Ed-tech,Germany,2016,,300000.0,200000.0,14268952.0,,300000.0,low,11,4.5,Cash flow issues,Success
S04380,Startup_4380,Transport,India,2016,,300000.0,5000000.0,,50.0,90000.0,Medium,10,4.5,Lack of market demand,failed
S04381,Startup_4381,Transport,USA,2014,4.0,100000.0,5000000.0,,10.0,300000.0,Medium,13,2.3,Strong competition,Failed
S04382,Startup_4382,Fintech,U.S.A,2015,4.0,,12000000.0,28540518.0,25.0,300000.0,High,6,3.8,Founder conflict,Success
S04383,Startup_4383,EdTech,Australia,2013,2.0,100000.0,5000000.0,-100000.0,3.0,,Medium,11,1.5,Regulatory issues,Success
S04384,Startup_4384,Energy,Canada,2023,3.0,,5000000.0,-100000.0,5.0,90000.0,Low,13,,High burn rate,failed
S04385,Startup_4385,Fintech,india,2019,1.0,800000.0,12000000.0,,25.0,300000.0,Low,7,2.3,High burn rate,Failed
S04386,Startup_4386,E commerce,U.S.A,2018,5.0,,,23496253.0,5.0,90000.0,Low,9,2.3,,Failed
S04387,Startup_4387,FinTech,Australia,2011,5.0,50000.0,200000.0,28032019.0,,40000.0,high,2,1.5,,Failed
S04388,Startup_4388,AI,Canada,2013,5.0,300000.0,5000000.0,,50.0,40000.0,low,11,,Regulatory issues,Success
S04389,Startup_4389,Transport,Germany,2014,2.0,100000.0,1000000.0,23416444.0,5.0,300000.0,Low,13,2.3,Regulatory issues,failed
S04390,Startup_4390,RealEstate,Germany,2022,1.0,1500000.0,12000000.0,,10.0,40000.0,Medium,13,3.0,Cash flow issues,Failed
S04391,Startup_4391,Travel,USA,2015,3.0,800000.0,,,10.0,40000.0,High,14,,Regulatory issues,Failed
S04392,Startup_4392,EdTech,India,2012,,800000.0,200000.0,,5.0,150000.0,High,1,,Regulatory issues,Failed
S04393,Startup_4393,Ecommerce,UK,2020,,,12000000.0,,120.0,90000.0,Low,11,4.5,High burn rate,Failed
S04394,Startup_4394,Health Tech,UK,2022,2.0,,12000000.0,16086205.0,10.0,90000.0,Medium,1,3.8,,Success
S04395,Startup_4395,FoodTech,Australia,2018,5.0,1500000.0,1000000.0,-100000.0,300.0,90000.0,High,12,3.0,Lack of market demand,Failed
S04396,Startup_4396,HealthTech,Australia,2019,1.0,300000.0,200000.0,-100000.0,3.0,90000.0,Low,2,2.3,Bad marketing,Success
S04397,Startup_4397,SaaS,Australia,2013,4.0,300000.0,12000000.0,2607417.0,50.0,90000.0,Medium,6,,Lack of market demand,Failed
S04398,Startup_4398,Ed-tech,India,2012,4.0,300000.0,5000000.0,,50.0,,High,9,3.0,High burn rate,failed
S04399,Startup_4399,FinTech,Canada,2010,3.0,,,,50.0,40000.0,Low,14,4.5,High burn rate,Success
S04400,Startup_4400,FinTech,Canada,2023,,800000.0,1000000.0,20073421.0,,40000.0,low,9,1.5,High burn rate,Success
S04401,Startup_4401,FoodTech,Canada,2010,1.0,50000.0,5000000.0,-100000.0,120.0,90000.0,low,14,2.3,Strong competition,failed
S04402,Startup_4402,Transport,U.S.A,2020,5.0,300000.0,1000000.0,-100000.0,50.0,,High,10,3.0,Cash flow issues,Failed
S04403,Startup_4403,E commerce,Australia,2018,4.0,100000.0,5000000.0,-100000.0,300.0,90000.0,High,4,,Lack of market demand,Success
S04404,Startup_4404,RealEstate,Australia,2021,,300000.0,12000000.0,19874041.0,,90000.0,Medium,3,4.5,Bad marketing,Failed
S04405,Startup_4405,Agritech,U.S.A,2011,4.0,300000.0,5000000.0,-100000.0,5.0,40000.0,low,14,1.5,Bad marketing,Success
S04406,Startup_4406,RealEstate,India,2010,,100000.0,1000000.0,,50.0,,Medium,13,,Cash flow issues,failed
S04407,Startup_4407,Fintech,India,2013,2.0,800000.0,5000000.0,-100000.0,10.0,,high,2,4.5,Poor financial planning,Success
S04408,Startup_4408,HealthTech,Germany,2010,3.0,300000.0,200000.0,,5.0,,Low,1,4.5,Lack of market demand,Success
S04409,Startup_4409,Ecommerce,UK,2015,5.0,1500000.0,,,,150000.0,Low,14,1.5,,failed
S04410,Startup_4410,EdTech,UK,2016,,300000.0,12000000.0,,300.0,300000.0,low,12,1.5,,failed
S04411,Startup_4411,FinTech,Canada,2020,4.0,,5000000.0,-100000.0,300.0,90000.0,High,13,1.5,Lack of market demand,Failed
S04412,Startup_4412,Health Tech,india,2022,4.0,100000.0,,,5.0,90000.0,low,12,,Strong competition,Success
S04413,Startup_4413,RealEstate,India,2016,2.0,100000.0,1000000.0,,10.0,150000.0,Low,15,,,Failed
S04414,Startup_4414,Ed-tech,Canada,2012,3.0,1500000.0,200000.0,-100000.0,300.0,150000.0,high,1,3.8,Strong competition,Failed
S04415,Startup_4415,Fintech,USA,2011,1.0,,1000000.0,,120.0,40000.0,Medium,7,3.8,Lack of market demand,Success
S04416,Startup_4416,RealEstate,USA,2012,4.0,50000.0,1000000.0,-100000.0,50.0,,Medium,4,1.5,Bad marketing,Failed
S04417,Startup_4417,Ed-tech,U.S.A,2023,3.0,50000.0,5000000.0,25430263.0,120.0,300000.0,Medium,9,2.3,High burn rate,Failed
S04418,Startup_4418,FinTech,Australia,2012,1.0,1500000.0,200000.0,,50.0,40000.0,High,4,3.8,Cash flow issues,Failed
S04419,Startup_4419,Fintech,Germany,2013,3.0,50000.0,,2279172.0,25.0,40000.0,Medium,2,2.3,Strong competition,Failed
S04420,Startup_4420,Agritech,U.S.A,2021,2.0,100000.0,12000000.0,-100000.0,300.0,40000.0,High,8,3.0,Lack of market demand,Failed
S04421,Startup_4421,E commerce,Germany,2020,2.0,800000.0,200000.0,,5.0,,Low,3,1.5,Founder conflict,Failed
S04422,Startup_4422,Energy,India,2015,2.0,50000.0,12000000.0,10958387.0,50.0,300000.0,Low,8,3.0,Bad marketing,Success
S04423,Startup_4423,EdTech,UK,2014,,,200000.0,,50.0,150000.0,Medium,12,1.5,Strong competition,failed
S04424,Startup_4424,HealthTech,india,2016,1.0,100000.0,200000.0,9557676.0,50.0,40000.0,low,11,4.5,,failed
S04425,Startup_4425,SaaS,Germany,2018,1.0,,5000000.0,-100000.0,50.0,150000.0,Low,13,,Strong competition,Success
S04426,Startup_4426,Energy,india,2023,4.0,800000.0,,-100000.0,10.0,40000.0,Low,14,,Cash flow issues,Success
S04427,Startup_4427,Transport,Germany,2012,3.0,,5000000.0,2515027.0,10.0,300000.0,high,6,3.0,,Success
S04428,Startup_4428,E commerce,India,2014,1.0,100000.0,200000.0,,300.0,300000.0,High,7,4.5,Poor financial planning,Failed
S04429,Startup_4429,HealthTech,USA,2014,4.0,100000.0,,,50.0,300000.0,low,3,2.3,,failed
S04430,Startup_4430,FinTech,Canada,2018,4.0,800000.0,1000000.0,-100000.0,25.0,300000.0,Low,12,3.0,High burn rate,Failed
S04431,Startup_4431,AI,U.S.A,2012,4.0,800000.0,200000.0,-100000.0,120.0,40000.0,low,8,3.0,Founder conflict,failed
S04432,Startup_4432,Ed-tech,Australia,2013,4.0,800000.0,,11669351.0,10.0,40000.0,High,3,4.5,,Success
S04433,Startup_4433,FinTech,India,2010,1.0,300000.0,5000000.0,,,,high,15,2.3,Strong competition,Failed
S04434,Startup_4434,FinTech,India,2021,3.0,50000.0,200000.0,25641880.0,,300000.0,High,15,,Poor financial planning,Failed
S04435,Startup_4435,Travel,Canada,2022,2.0,1500000.0,5000000.0,-100000.0,120.0,,high,10,3.0,Lack of market demand,failed
S04436,Startup_4436,E commerce,India,2010,4.0,50000.0,5000000.0,29438058.0,5.0,150000.0,High,11,,High burn rate,failed
S04437,Startup_4437,E commerce,USA,2022,3.0,1500000.0,,-100000.0,50.0,90000.0,low,11,3.8,,failed
S04438,Startup_4438,Ecommerce,india,2012,5.0,300000.0,12000000.0,,3.0,,Medium,14,3.8,Founder conflict,Success
S04439,Startup_4439,Health Tech,UK,2018,4.0,,,,120.0,40000.0,low,9,3.8,Founder conflict,failed
S04440,Startup_4440,Transport,india,2014,1.0,300000.0,5000000.0,12817947.0,120.0,,Low,13,3.8,High burn rate,Failed
S04441,Startup_4441,EdTech,India,2010,4.0,300000.0,200000.0,,10.0,150000.0,Low,2,3.0,High burn rate,failed
S04442,Startup_4442,SaaS,USA,2023,4.0,1500000.0,,,300.0,300000.0,Medium,15,4.5,Lack of market demand,Success
S04443,Startup_4443,EdTech,India,2012,5.0,300000.0,1000000.0,,5.0,300000.0,Low,7,,High burn rate,Failed
S04444,Startup_4444,Agritech,Australia,2012,2.0,100000.0,12000000.0,21074111.0,5.0,,High,12,1.5,Regulatory issues,failed
S04445,Startup_4445,E commerce,USA,2013,4.0,100000.0,1000000.0,-100000.0,10.0,90000.0,high,5,4.5,Cash flow issues,Failed
S04446,Startup_4446,SaaS,Canada,2014,1.0,800000.0,12000000.0,-100000.0,5.0,90000.0,high,1,,High burn rate,Failed
S04447,Startup_4447,Agritech,USA,2016,4.0,300000.0,200000.0,,,,High,2,3.8,Regulatory issues,Failed
S04448,Startup_4448,RealEstate,UK,2018,1.0,,1000000.0,,120.0,,Medium,14,3.0,,Success
S04449,Startup_4449,EdTech,UK,2021,3.0,1500000.0,1000000.0,25722740.0,300.0,40000.0,high,1,4.5,Bad marketing,Success
S04450,Startup_4450,Agritech,india,2022,4.0,300000.0,12000000.0,-100000.0,25.0,90000.0,Low,2,3.8,Lack of market demand,Failed
S04451,Startup_4451,Fintech,india,2017,3.0,,1000000.0,-100000.0,50.0,150000.0,Low,14,3.8,Bad marketing,failed
S04452,Startup_4452,HealthTech,U.S.A,2011,1.0,100000.0,5000000.0,21745161.0,10.0,150000.0,Medium,15,1.5,Strong competition,failed
S04453,Startup_4453,FinTech,Germany,2018,2.0,100000.0,,,10.0,150000.0,Low,2,3.0,Poor financial planning,failed
S04454,Startup_4454,SaaS,U.S.A,2019,3.0,,1000000.0,,3.0,40000.0,high,9,2.3,,Success
S04455,Startup_4455,Ecommerce,India,2018,,300000.0,,-100000.0,3.0,300000.0,Low,5,4.5,Founder conflict,Failed
S04456,Startup_4456,HealthTech,USA,2023,3.0,50000.0,5000000.0,9342641.0,3.0,150000.0,high,11,,Poor financial planning,failed
S04457,Startup_4457,Travel,Canada,2017,5.0,800000.0,12000000.0,,50.0,,High,1,3.8,Bad marketing,failed
S04458,Startup_4458,Energy,USA,2020,3.0,50000.0,,9859744.0,10.0,150000.0,low,10,,Founder conflict,Success
S04459,Startup_4459,Health Tech,U.S.A,2021,2.0,800000.0,5000000.0,15683772.0,120.0,40000.0,low,7,3.8,,Success
S04460,Startup_4460,EdTech,USA,2019,3.0,1500000.0,12000000.0,-100000.0,25.0,90000.0,High,2,1.5,,failed
S04461,Startup_4461,Transport,UK,2018,4.0,300000.0,12000000.0,-100000.0,50.0,90000.0,high,12,2.3,Regulatory issues,failed
S04462,Startup_4462,Energy,india,2011,1.0,300000.0,12000000.0,667828.0,10.0,150000.0,Medium,3,,Strong competition,Success
S04463,Startup_4463,AI,UK,2018,4.0,,,2709444.0,300.0,40000.0,high,12,3.8,Cash flow issues,Success
S04464,Startup_4464,Health Tech,Canada,2022,3.0,,1000000.0,6394549.0,300.0,40000.0,low,14,3.8,Founder conflict,Failed
S04465,Startup_4465,Ecommerce,India,2018,,800000.0,,,50.0,300000.0,low,6,1.5,Founder conflict,failed
S04466,Startup_4466,Health Tech,Canada,2020,2.0,100000.0,5000000.0,-100000.0,50.0,300000.0,high,1,3.0,,Success
S04467,Startup_4467,EdTech,Germany,2016,3.0,800000.0,1000000.0,26596243.0,,90000.0,high,6,2.3,Strong competition,Success
S04468,Startup_4468,Ecommerce,U.S.A,2022,2.0,1500000.0,5000000.0,-100000.0,3.0,300000.0,low,15,1.5,High burn rate,Failed
S04469,Startup_4469,FinTech,USA,2022,2.0,50000.0,1000000.0,6362094.0,25.0,150000.0,high,13,4.5,Regulatory issues,failed
S04470,Startup_4470,EdTech,U.S.A,2019,4.0,50000.0,200000.0,-100000.0,25.0,90000.0,High,12,,Founder conflict,failed
S04471,Startup_4471,Ecommerce,UK,2013,2.0,100000.0,200000.0,,50.0,,high,11,3.8,Strong competition,Success
S04472,Startup_4472,Ed-tech,U.S.A,2023,2.0,1500000.0,12000000.0,17889497.0,5.0,90000.0,Low,2,1.5,,Failed
S04473,Startup_4473,Ed-tech,Canada,2023,,100000.0,1000000.0,-100000.0,5.0,150000.0,High,15,,,failed
S04474,Startup_4474,RealEstate,Germany,2018,2.0,,5000000.0,-100000.0,120.0,90000.0,High,7,,Strong competition,Success
S04475,Startup_4475,Ed-tech,Australia,2014,4.0,300000.0,,-100000.0,5.0,90000.0,High,9,2.3,Cash flow issues,failed
S04476,Startup_4476,Energy,UK,2018,2.0,1500000.0,5000000.0,29450745.0,5.0,150000.0,High,13,4.5,,failed
S04477,Startup_4477,Fintech,Canada,2013,2.0,1500000.0,200000.0,95116.0,50.0,90000.0,Low,11,1.5,Regulatory issues,Success
S04478,Startup_4478,FinTech,Australia,2023,5.0,50000.0,5000000.0,12828698.0,10.0,300000.0,high,5,2.3,Founder conflict,failed
S04479,Startup_4479,Travel,UK,2023,5.0,800000.0,200000.0,,5.0,,Low,5,,Poor financial planning,Success
S04480,Startup_4480,HealthTech,Australia,2014,3.0,800000.0,200000.0,,50.0,300000.0,Medium,2,2.3,Regulatory issues,Failed
S04481,Startup_4481,FoodTech,Germany,2014,3.0,1500000.0,5000000.0,21459359.0,300.0,150000.0,Low,3,,,failed
S04482,Startup_4482,FinTech,india,2014,3.0,800000.0,200000.0,29776510.0,120.0,150000.0,high,6,3.8,Lack of market demand,failed
S04483,Startup_4483,Fintech,India,2011,,,5000000.0,10359340.0,,90000.0,low,4,3.0,,Success
S04484,Startup_4484,Agritech,Germany,2023,,300000.0,,-100000.0,10.0,90000.0,low,12,3.0,High burn rate,failed
S04485,Startup_4485,Travel,UK,2013,3.0,300000.0,1000000.0,,300.0,,Medium,15,1.5,Cash flow issues,Failed
S04486,Startup_4486,HealthTech,U.S.A,2013,1.0,800000.0,,16481747.0,300.0,300000.0,low,6,4.5,,Failed
S04487,Startup_4487,FoodTech,U.S.A,2017,2.0,100000.0,1000000.0,-100000.0,,300000.0,Medium,15,3.0,Lack of market demand,Failed
S04488,Startup_4488,E commerce,USA,2019,4.0,1500000.0,200000.0,23835606.0,5.0,,Low,8,3.0,Cash flow issues,Failed
S04489,Startup_4489,HealthTech,Australia,2016,5.0,50000.0,5000000.0,,,90000.0,High,10,3.0,Poor financial planning,failed
S04490,Startup_4490,Agritech,India,2014,,300000.0,1000000.0,9309542.0,300.0,40000.0,high,9,2.3,Founder conflict,failed
S04491,Startup_4491,EdTech,india,2013,,300000.0,,19867685.0,10.0,300000.0,High,7,,Poor financial planning,failed
S04492,Startup_4492,Transport,India,2023,,300000.0,200000.0,18700965.0,3.0,300000.0,low,3,,,failed
S04493,Startup_4493,EdTech,Canada,2019,4.0,800000.0,200000.0,11973736.0,120.0,40000.0,Low,10,3.8,,Failed
S04494,Startup_4494,FoodTech,U.S.A,2013,1.0,300000.0,1000000.0,1222728.0,25.0,90000.0,Low,1,4.5,Regulatory issues,Success
S04495,Startup_4495,Energy,India,2013,,300000.0,200000.0,-100000.0,120.0,300000.0,high,7,3.8,Lack of market demand,failed
S04496,Startup_4496,Energy,Germany,2015,5.0,100000.0,12000000.0,27735859.0,300.0,,low,5,3.8,Cash flow issues,Success
S04497,Startup_4497,E commerce,india,2022,4.0,300000.0,5000000.0,-100000.0,120.0,,Medium,14,2.3,Bad marketing,Success
S04498,Startup_4498,FoodTech,Germany,2023,4.0,800000.0,12000000.0,1564513.0,50.0,150000.0,high,15,,Bad marketing,Success
S04499,Startup_4499,AI,Canada,2022,3.0,800000.0,5000000.0,19741610.0,300.0,300000.0,high,1,3.8,Poor financial planning,Success
S04500,Startup_4500,Health Tech,Australia,2016,1.0,,5000000.0,27057862.0,5.0,,Low,9,4.5,Lack of market demand,failed
S04501,Startup_4501,Energy,Germany,2014,3.0,100000.0,1000000.0,13675004.0,3.0,90000.0,Low,12,3.0,Cash flow issues,Failed
S04502,Startup_4502,Travel,USA,2010,5.0,50000.0,,24694109.0,50.0,90000.0,High,3,2.3,Founder conflict,Failed
S04503,Startup_4503,AI,U.S.A,2010,2.0,300000.0,5000000.0,4099444.0,10.0,,Medium,6,3.8,Regulatory issues,Failed
S04504,Startup_4504,Travel,India,2021,3.0,50000.0,1000000.0,,50.0,300000.0,Low,13,3.8,Strong competition,Success
S04505,Startup_4505,Ed-tech,Canada,2022,3.0,300000.0,5000000.0,,300.0,90000.0,Low,5,3.8,Poor financial planning,Failed
S04506,Startup_4506,Transport,Australia,2021,2.0,1500000.0,200000.0,-100000.0,3.0,40000.0,Medium,15,4.5,,Success
S04507,Startup_4507,Ecommerce,UK,2018,1.0,50000.0,,,5.0,,low,12,1.5,Poor financial planning,failed
S04508,Startup_4508,FinTech,USA,2018,3.0,300000.0,12000000.0,,,150000.0,Low,3,3.0,Lack of market demand,Success
S04509,Startup_4509,Ed-tech,UK,2017,4.0,300000.0,200000.0,24376718.0,5.0,,high,6,3.0,,Success
